,Unnamed: 0,Unnamed: 0.1,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENaN N+ NITRITENaNN (mg/l),TOTAL COLIFORM (MPN/100ml)Mean,year,npH,nD.O. (mg/l),nTOTAL COLIFORM (MPN/100ml)Mean,nB.O.D. (mg/l),nCONDUCTIVITY (µmhos/cm),nNITRATENaN N+ NITRITENaNN (mg/l),wph,wdo,wbdo,wec,wna,wco,wqi,new_WQI,new_WQI_fishes
993,993,995,IRIL RIVER AT LILONG (THOUBAL ),MANIPUR,30.0,5.8,7.8,367.0,6.2,1.66,95.0,2011,100,80,60,60,0,100,16.5,22.480000000000004,14.04,0.0,2.8000000000000003,16.860000000000007,72.68,2,1
994,994,996,KHUGA RIVER (CHURACHANDPUR),MANIPUR,23.0,5.8,7.4,249.0,1.0,1.66,37.0,2011,100,80,80,100,40,100,16.5,22.480000000000004,23.4,0.36,2.8000000000000003,22.480000000000004,88.02000000000002,2,1
995,995,997,"KHUGA DAM ON KHUGA RIVER, CHURACHANDPUR, MANIPUR",MANIPUR,23.0,6.2,6.9,182.0,2.1,1.66,8.0,2011,80,100,80,100,60,100,13.2,28.1,23.4,0.5399999999999999,2.8000000000000003,22.480000000000004,90.52,1,1
996,996,998,"KHUJAIROK, MOREH (CHANDEL DIST.)",MANIPUR,22.7,5.5,7.7,356.0,1.2,1.66,202.0,2011,100,80,60,100,0,100,16.5,22.480000000000004,23.4,0.0,2.8000000000000003,16.860000000000007,82.04,2,1
997,997,999,"LOKCHAO RIVER AT BISHNUPUR, MANIPUR",MANIPUR,23.0,5.1,6.9,190.0,2.3,1.66,33.0,2011,80,80,80,100,60,100,13.2,22.480000000000004,23.4,0.5399999999999999,2.8000000000000003,22.480000000000004,84.9,2,1
998,998,1000,"MAHA RIVER AT CHANDEL, MANIPUR",MANIPUR,23.5,5.2,7.1,164.0,2.8,1.66,20.0,2011,100,80,80,100,60,100,16.5,22.480000000000004,23.4,0.5399999999999999,2.8000000000000003,22.480000000000004,88.20000000000002,2,1
999,999,1001,"MANIPUR RIVER AT SEKMAIJAN, DISTT. THOUBAL, MANIPUR",MANIPUR,23.0,4.6,7.0,188.0,2.8,1.66,18.0,2011,100,60,80,100,60,100,16.5,16.860000000000007,23.4,0.5399999999999999,2.8000000000000003,22.480000000000004,82.58000000000001,2,1
1000,1000,1002,MANIPUR RIVER AT ETHAI BARRAGE ON MANIPUR RIVER AT BISHNUPUR,MANIPUR,23.5,5.6,6.6,165.0,1.9,1.66,23.0,2011,40,80,80,100,60,100,6.6000000000000005,22.480000000000004,23.4,0.5399999999999999,2.8000000000000003,22.480000000000004,78.30000000000003,2,1
1001,1001,1003,NAMBUL RIVER AT HUMP BRIDGE,MANIPUR,23.0,1.9,6.8,484.0,15.3,1.66,1075.0,2011,80,0,40,60,0,100,13.2,0.0,14.04,0.0,2.8000000000000003,11.240000000000002,41.28,4,3
1002,1002,1004,"NAMBUL RIVER AT HEIRANGOITHONG, MANIPUR",MANIPUR,23.0,2.5,7.1,424.0,16.7,1.66,682.0,2011,100,0,40,60,0,100,16.5,0.0,14.04,0.0,2.8000000000000003,11.240000000000002,44.58,4,3
1003,1003,1005,"NAMBUL RIVER AT SAMUSANG (U.K. ROAD), DISTT. IMPHAL WEST",MANIPUR,22.5,5.5,6.9,118.0,2.8,1.66,10.0,2011,80,80,80,100,80,100,13.2,22.480000000000004,23.4,0.72,2.8000000000000003,22.480000000000004,85.08000000000001,2,1
1004,1004,1006,"NAMBUL RIVER AT SINGDA DAM, IMPHAL WEST, MANIPUR",MANIPUR,23.0,6.0,7.0,100.0,4.2,1.66,10.0,2011,100,100,80,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,22.480000000000004,89.32000000000002,2,1
1005,1005,1007,"NAMBUL RIVER AT NAOREMTHONG, IMPHAL WEST, MANIPUR",MANIPUR,22.5,4.9,6.9,93.0,3.6,1.66,25.0,2011,80,60,80,80,80,100,13.2,16.860000000000007,18.72,0.72,2.8000000000000003,22.480000000000004,74.78,2,1
1006,1006,1008,"NAMBUL RIVER AT  BISHNUPUR, MANIPUR",MANIPUR,20.0,4.8,7.0,167.1,2.8,1.66,393.0,2011,100,60,60,100,60,100,16.5,16.860000000000007,23.4,0.5399999999999999,2.8000000000000003,16.860000000000007,76.96000000000002,2,1
1007,1007,1009,"SEKMAI RIVER, KAKCHING (THOUBAL DIST.)",MANIPUR,22.7,5.4,7.2,211.0,1.1,1.66,78.0,2011,100,80,60,100,60,100,16.5,22.480000000000004,23.4,0.5399999999999999,2.8000000000000003,16.860000000000007,82.58000000000001,2,1
1008,1008,1010,"THOUBAL RIVER AT MAPITHEL DAM, DISTT. THOUBAL, MANIPUR",MANIPUR,26.0,6.0,7.5,231.0,1.1,1.66,10.0,2011,100,100,80,100,40,100,16.5,28.1,23.4,0.36,2.8000000000000003,22.480000000000004,93.64,1,1
1009,1009,1011,"THOUBAL RIVER AT PHADOM, DISTT. THOUBAL, MANIPUR",MANIPUR,19.0,5.6,7.1,319.0,4.4,1.66,15.0,2011,100,80,80,80,0,100,16.5,22.480000000000004,18.72,0.0,2.8000000000000003,22.480000000000004,82.98,2,1
1010,1010,1012,"THOUBAL RIVER AT YAIRIPOK, DISTT. THOUBAL, MANIPUR",MANIPUR,22.5,5.7,6.9,261.0,2.3,1.66,53.0,2011,80,80,60,100,40,100,13.2,22.480000000000004,23.4,0.36,2.8000000000000003,16.860000000000007,79.10000000000002,2,1
1011,1011,1013,"THOUBAL RIVER AT SONGKHONG, (UKL DIST.)",MANIPUR,18.9,9.9,7.1,163.0,1.0,1.66,35.0,2011,100,100,80,100,60,100,16.5,28.1,23.4,0.5399999999999999,2.8000000000000003,22.480000000000004,93.82,1,1
1012,1012,1014,THOUBAL RIVER AT LITAN (UKL DIST.),MANIPUR,21.0,6.1,7.6,163.0,4.5,1.66,25.0,2011,100,100,80,80,60,100,16.5,28.1,18.72,0.5399999999999999,2.8000000000000003,22.480000000000004,89.14000000000001,2,1
1013,1013,1015,"WANGJING RIVER AT HEIROK, DISTT. THOUBAL, MANIPUR",MANIPUR,22.5,5.1,6.9,170.0,2.5,1.66,10.0,2011,80,80,80,100,60,100,13.2,22.480000000000004,23.4,0.5399999999999999,2.8000000000000003,22.480000000000004,84.9,2,1
1014,1014,1016,"WANGJING RIVER AT WANGJING, DISTT. THOUBAL, MANIPUR",MANIPUR,23.0,3.8,7.0,192.0,3.0,1.66,23.0,2011,100,40,80,100,60,100,16.5,11.240000000000002,23.4,0.5399999999999999,2.8000000000000003,22.480000000000004,76.96000000000002,2,1
65,65,65,"ACHENKOIL AT THUMPAMON, KERALA",KERALA,25.1,6.7,7.5,85.0,1.4,1.0,420.0,2014,100,100,60,100,80,100,16.5,28.1,23.4,0.72,2.8000000000000003,16.860000000000007,88.38,2,1
66,66,66,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,24.6,5.8,7.4,77.0,1.4,0.8,691.0,2014,100,80,40,100,80,100,16.5,22.480000000000004,23.4,0.72,2.8000000000000003,11.240000000000002,77.14000000000001,2,1
67,67,67,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",KERALA,25.7,6.6,7.5,75.0,1.4,0.7,448.0,2014,100,100,60,100,100,100,16.5,28.1,23.4,0.8999999999999999,2.8000000000000003,16.860000000000007,88.56,2,1
68,68,68,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHANAMTHITTA",KERALA,24.8,6.7,7.5,82.0,1.4,1.0,443.0,2014,100,100,60,100,80,100,16.5,28.1,23.4,0.72,2.8000000000000003,16.860000000000007,88.38,2,1
69,69,69,R ANCHARAKANDY AT MERUVAMBA,KERALA,27.3,6.7,6.9,56.0,0.9,0.2,172.0,2014,80,100,60,100,100,100,13.2,28.1,23.4,0.8999999999999999,2.8000000000000003,16.860000000000007,85.26,2,1
70,70,70,R ANCHARAKANDY AT MERUVAMBA,KERALA,27.5,6.5,6.7,2240.0,1.2,0.2,304.0,2014,60,100,60,100,0,100,9.9,28.1,23.4,0.0,2.8000000000000003,16.860000000000007,81.06,2,1
71,71,71,R AYROOR AT AYROOR BRIDGE,KERALA,25.2,6.3,6.9,73.0,1.6,1.66,2008.0,2014,80,100,40,100,100,100,13.2,28.1,23.4,0.8999999999999999,2.8000000000000003,11.240000000000002,79.64000000000001,2,1
72,72,72,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,29.9,7.0,7.4,130.0,0.7,0.1,590.0,2014,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8000000000000003,11.240000000000002,82.75999999999998,2,1
73,73,73,R BHARATHAPUZHA AT PATTAMBI,KERALA,29.8,6.6,7.7,191.0,1.6,0.2,661.0,2014,100,100,40,100,60,100,16.5,28.1,23.4,0.5399999999999999,2.8000000000000003,11.240000000000002,82.58000000000001,2,1
74,74,74,"CHALAKUDY AT PULICKALKANaNDAVU, KERALA",KERALA,27.8,6.9,6.9,134.0,1.1,0.4,531.0,2014,80,100,40,100,80,100,13.2,28.1,23.4,0.72,2.8000000000000003,11.240000000000002,79.46000000000002,2,1
75,75,75,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,26.7,7.0,7.5,80.0,0.8,0.4,3583.0,2014,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8000000000000003,11.240000000000002,82.75999999999998,2,1
76,76,76,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,25.8,6.7,7.4,14526.0,0.8,0.6,1969.0,2014,100,100,40,100,0,100,16.5,28.1,23.4,0.0,2.8000000000000003,11.240000000000002,82.03999999999998,2,1
77,77,77,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA,26.4,7.2,7.4,82.0,0.7,0.5,1311.0,2014,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8000000000000003,11.240000000000002,82.75999999999998,2,1
78,78,78,"CHANDRAGIRI AT PADIYATHADKA, KERALA",KERALA,29.8,7.5,7.2,67.0,1.1,0.1,590.0,2014,100,100,40,100,100,100,16.5,28.1,23.4,0.8999999999999999,2.8000000000000003,11.240000000000002,82.94,2,1
79,79,79,"CHITRAPUZHA AT IRUMPANAM, KERALA",KERALA,28.6,3.0,6.6,965.0,1.7,1.2,530.0,2014,40,40,40,100,0,100,6.6000000000000005,11.240000000000002,23.4,0.0,2.8000000000000003,11.240000000000002,55.28000000000001,3,2
80,80,80,R CORAPUZHA AT KANAYANKODE,KERALA,26.9,5.9,7.4,17990.0,0.7,0.5,2803.0,2014,100,80,40,100,0,100,16.5,22.480000000000004,23.4,0.0,2.8000000000000003,11.240000000000002,76.42000000000002,2,1
81,81,81,"R ITHIKKARA AT AYUR, KERALA",KERALA,26.0,6.7,7.5,90.0,1.6,0.9,473.0,2014,100,100,60,100,80,100,16.5,28.1,23.4,0.72,2.8000000000000003,16.860000000000007,88.38,2,1
82,82,82,R ITHIKKARA AT ITHIKKARA,KERALA,23.6,6.1,7.4,4429.0,2.0,1.6,550.0,2014,100,100,40,100,0,100,16.5,28.1,23.4,0.0,2.8000000000000003,11.240000000000002,82.03999999999998,2,1
83,83,83,"R KADALUNDI AT THIRURANGADY, KERALA",KERALA,30.3,6.7,6.9,87.0,1.7,0.2,350.0,2014,80,100,60,100,80,100,13.2,28.1,23.4,0.72,2.8000000000000003,16.860000000000007,85.08,2,1
84,84,84,R KADALUNDI AT HAJIRAPPALLY,KERALA,30.7,6.9,6.8,85.0,1.6,0.2,206.0,2014,80,100,60,100,80,100,13.2,28.1,23.4,0.72,2.8000000000000003,16.860000000000007,85.08,2,1
85,85,85,R KADAMBAYAR AT BRAHMAPURAM,KERALA,28.7,2.1,6.8,101.0,1.6,0.8,694.0,2014,80,0,40,100,80,100,13.2,0.0,23.4,0.72,2.8000000000000003,11.240000000000002,51.36,3,2
86,86,86,R KADAMBAYAR AT MANCKAKADAVU,KERALA,28.2,2.5,6.9,83.0,1.9,0.3,656.0,2014,80,0,40,100,80,100,13.2,0.0,23.4,0.72,2.8000000000000003,11.240000000000002,51.36,3,2
87,87,87,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",KERALA,24.8,7.2,7.6,75.0,1.4,1.0,426.0,2014,100,100,60,100,100,100,16.5,28.1,23.4,0.8999999999999999,2.8000000000000003,16.860000000000007,88.56,2,1
88,88,88,R KALLAI AT KALLAI BRIDGE,KERALA,26.3,3.7,7.7,32005.0,1.2,0.9,60392.0,2014,100,40,0,100,0,100,16.5,11.240000000000002,23.4,0.0,2.8000000000000003,0.0,53.94,3,2
89,89,89,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,29.2,6.1,7.6,281.0,1.2,0.7,718.0,2014,100,100,40,100,40,100,16.5,28.1,23.4,0.36,2.8000000000000003,11.240000000000002,82.4,2,1
90,90,90,KARAPUZHA DAM AT WAYANAD,KERALA,26.6,6.7,7.6,106.0,0.5,2.5,71.0,2014,100,100,60,100,80,100,16.5,28.1,23.4,0.72,2.8000000000000003,16.860000000000007,88.38,2,1
91,91,91,"R KARINGODE AT KAKKADAVU,  KERALA",KERALA,30.4,7.6,7.1,58.0,1.2,0.1,961.0,2014,100,100,40,100,100,100,16.5,28.1,23.4,0.8999999999999999,2.8000000000000003,11.240000000000002,82.94,2,1
92,92,92,"KARAMANA AT MOONNATTUMUKKU, KERALA",KERALA,25.5,1.9,7.7,2941.0,26.9,2.8,37375.0,2014,100,0,0,60,0,100,16.5,0.0,14.04,0.0,2.8000000000000003,0.0,33.34,4,3
93,93,93,"RIVER KARAMANA AT ARUVIKARA, THIRUVANaNTHAPURAM",KERALA,25.1,7.4,7.0,35.0,0.1,1.66,409.0,2014,100,100,60,100,100,100,16.5,28.1,23.4,0.8999999999999999,2.8000000000000003,16.860000000000007,88.56,2,1
94,94,94,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,28.9,6.4,7.2,63.0,1.3,0.4,535.0,2014,100,100,40,100,100,100,16.5,28.1,23.4,0.8999999999999999,2.8000000000000003,11.240000000000002,82.94,2,1
95,95,95,R KAVVAI AT KUTTIYOL PALAM,KERALA,28.8,5.4,6.7,65.0,1.1,0.3,144.0,2014,60,80,60,100,100,100,9.9,22.480000000000004,23.4,0.8999999999999999,2.8000000000000003,16.860000000000007,76.34,2,1
96,96,96,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,29.3,5.6,7.3,90.0,1.6,0.4,705.0,2014,100,80,40,100,80,100,16.5,22.480000000000004,23.4,0.72,2.8000000000000003,11.240000000000002,77.14000000000001,2,1
97,97,97,R KORAYAR AT KANJIKODE,KERALA,29.5,7.1,8.0,728.0,1.2,0.4,697.0,2014,100,100,40,100,0,100,16.5,28.1,23.4,0.0,2.8000000000000003,11.240000000000002,82.03999999999998,2,1
98,98,98,"R KUPPAM AT THALIPARAMBA, KERALA",KERALA,28.4,5.9,6.8,13953.0,1.5,0.4,166.0,2014,80,80,60,100,0,100,13.2,22.480000000000004,23.4,0.0,2.8000000000000003,16.860000000000007,78.74000000000002,2,1
99,99,99,R KUPPAM AT RAYAROM,KERALA,26.9,7.4,6.9,57.0,1.1,0.3,159.0,2014,80,100,60,100,100,100,13.2,28.1,23.4,0.8999999999999999,2.8000000000000003,16.860000000000007,85.26,2,1
100,100,100,"R KUTTIYADE AT KUTTIYADY ESTATE, KERALA",KERALA,25.8,7.2,7.2,41.0,0.7,0.2,658.0,2014,100,100,40,100,100,100,16.5,28.1,23.4,0.8999999999999999,2.8000000000000003,11.240000000000002,82.94,2,1
101,101,101,"R MAHE AT VALAYAM, KERALA",KERALA,26.6,6.5,7.4,71.0,0.6,0.3,7018.0,2014,100,100,40,100,100,100,16.5,28.1,23.4,0.8999999999999999,2.8000000000000003,11.240000000000002,82.94,2,1
102,102,102,R MAMOM AT MAMOM BRIDGE,KERALA,25.3,6.8,7.1,81.0,0.8,1.66,1268.0,2014,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8000000000000003,11.240000000000002,82.75999999999998,2,1
103,103,103,"MANIMALA  AT KALLOOPARA, KERALA",KERALA,28.2,6.8,6.9,68.0,1.7,0.1,660.0,2014,80,100,40,100,100,100,13.2,28.1,23.4,0.8999999999999999,2.8000000000000003,11.240000000000002,79.64000000000001,2,1
104,104,104,"MANIMALA AT THONDRA, KERALA",KERALA,28.5,6.6,7.0,70.0,1.4,0.1,822.0,2014,100,100,40,100,100,100,16.5,28.1,23.4,0.8999999999999999,2.8000000000000003,11.240000000000002,82.94,2,1
105,105,105,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",KERALA,27.6,6.4,7.7,100.0,0.6,0.9,88.0,2014,100,100,60,100,80,100,16.5,28.1,23.4,0.72,2.8000000000000003,16.860000000000007,88.38,2,1
106,106,106,R MANJESWAR AT BAJRAKKARA BR.,KERALA,29.0,7.3,6.9,96.0,1.9,0.2,825.0,2014,80,100,40,100,80,100,13.2,28.1,23.4,0.72,2.8000000000000003,11.240000000000002,79.46000000000002,2,1
107,107,107,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,27.5,6.8,6.6,49.0,0.5,0.4,2950.0,2014,40,100,40,100,100,100,6.6000000000000005,28.1,23.4,0.8999999999999999,2.8000000000000003,11.240000000000002,73.04,2,1
108,108,108,R MOGRAL AT MOGRAL BR.,KERALA,30.0,5.6,7.2,24360.0,2.1,0.3,447.0,2014,100,80,60,100,0,100,16.5,22.480000000000004,23.4,0.0,2.8000000000000003,16.860000000000007,82.04,2,1
109,109,109,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,27.8,6.9,6.8,59.0,0.6,0.5,3375.0,2014,80,100,40,100,100,100,13.2,28.1,23.4,0.8999999999999999,2.8000000000000003,11.240000000000002,79.64000000000001,2,1
110,110,110,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,30.2,7.1,6.8,14410.0,1.8,0.1,468.0,2014,80,100,60,100,0,100,13.2,28.1,23.4,0.0,2.8000000000000003,16.860000000000007,84.36,2,1
111,111,111,"R NEELESWARAM AT HOSDURG, KERALA",KERALA,30.8,6.2,7.2,22757.0,1.5,0.1,542.0,2014,100,100,40,100,0,100,16.5,28.1,23.4,0.0,2.8000000000000003,11.240000000000002,82.03999999999998,2,1
112,112,112,"R NEYYAR AT AMARAVILA, KERALA",KERALA,25.3,6.7,7.1,66.0,0.6,1.66,626.0,2014,100,100,40,100,100,100,16.5,28.1,23.4,0.8999999999999999,2.8000000000000003,11.240000000000002,82.94,2,1
113,113,113,R NEYYAR AT ARUVIPURAM,KERALA,25.3,7.2,7.0,59.0,0.6,1.66,433.0,2014,100,100,60,100,100,100,16.5,28.1,23.4,0.8999999999999999,2.8000000000000003,16.860000000000007,88.56,2,1
114,114,114,R PALLICKAL AT NELLIMUKAL,KERALA,25.8,6.0,7.6,120.0,1.3,1.1,523.0,2014,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8000000000000003,11.240000000000002,82.75999999999998,2,1
115,115,115,"PAMBA AT CHENGANNUR, KERALA",KERALA,27.2,5.2,6.8,55.0,0.6,0.7,313.0,2014,80,80,60,100,100,100,13.2,22.480000000000004,23.4,0.8999999999999999,2.8000000000000003,16.860000000000007,79.64000000000001,2,1
116,116,116,"PAMBA AT THAKAZHY, KERALA",KERALA,28.1,4.8,6.8,86.0,0.7,0.8,332.0,2014,80,60,60,100,80,100,13.2,16.860000000000007,23.4,0.72,2.8000000000000003,16.860000000000007,73.84,2,1
117,117,117,"PAMBA DOWN, KERALA",KERALA,28.3,3.9,6.9,62.0,0.5,0.7,284.0,2014,80,40,60,100,100,100,13.2,11.240000000000002,23.4,0.8999999999999999,2.8000000000000003,16.860000000000007,68.4,3,1
118,118,118,"PERIYAR NEAR ALWAYENaNELOOR, KERALA",KERALA,28.1,5.0,6.9,3185.0,1.8,0.4,667.0,2014,80,60,40,100,0,100,13.2,16.860000000000007,23.4,0.0,2.8000000000000003,11.240000000000002,67.5,3,1
119,119,119,"PERIYAR AT KALADY, KERALA",KERALA,27.7,7.0,7.0,36.0,1.1,0.2,541.0,2014,100,100,40,100,100,100,16.5,28.1,23.4,0.8999999999999999,2.8000000000000003,11.240000000000002,82.94,2,1
120,120,120,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,28.0,6.3,6.9,64.0,1.2,0.3,815.0,2014,80,100,40,100,100,100,13.2,28.1,23.4,0.8999999999999999,2.8000000000000003,11.240000000000002,79.64000000000001,2,1
121,121,121,RIVER PERIYAR AT MUPPATHADAM,KERALA,28.2,6.2,6.9,86.0,1.3,0.2,1007.0,2014,80,100,40,100,80,100,13.2,28.1,23.4,0.72,2.8000000000000003,11.240000000000002,79.46000000000002,2,1
122,122,122,RIVER PERIYAR AT PATHALAM,KERALA,28.0,5.7,6.8,2640.0,1.9,0.5,759.0,2014,80,80,40,100,0,100,13.2,22.480000000000004,23.4,0.0,2.8000000000000003,11.240000000000002,73.12,2,1
123,123,123,R PERIYAR AT KALAMASSERY,KERALA,28.1,5.7,6.9,53.0,3.1,0.4,1205.0,2014,80,80,40,80,100,100,13.2,22.480000000000004,18.72,0.8999999999999999,2.8000000000000003,11.240000000000002,69.34,3,1
124,124,124,R PERIYAR AT PURAPPALLIKAVU,KERALA,28.1,6.6,7.1,2007.0,1.3,0.2,785.0,2014,100,100,40,100,0,100,16.5,28.1,23.4,0.0,2.8000000000000003,11.240000000000002,82.03999999999998,2,1
125,125,125,"PERIYAR AT KWA INTAKENaN ALUVA, ERNAKULAM",KERALA,28.1,6.6,7.0,46.0,1.3,0.3,472.0,2014,100,100,60,100,100,100,16.5,28.1,23.4,0.8999999999999999,2.8000000000000003,16.860000000000007,88.56,2,1
126,126,126,R PERUVAMBA AT CHANDAPPURA,KERALA,27.3,6.5,6.5,43.0,0.9,0.4,188.0,2014,40,100,60,100,100,100,6.6000000000000005,28.1,23.4,0.8999999999999999,2.8000000000000003,16.860000000000007,78.66000000000003,2,1
127,127,127,R PULLUR AT PULLUR BR.,KERALA,28.3,6.7,6.3,54.0,0.9,0.1,610.0,2014,0,100,40,100,100,100,0.0,28.1,23.4,0.8999999999999999,2.8000000000000003,11.240000000000002,66.44,3,1
128,128,128,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,29.1,4.3,7.2,113.0,1.8,0.4,796.0,2014,100,60,40,100,80,100,16.5,16.860000000000007,23.4,0.72,2.8000000000000003,11.240000000000002,71.52000000000002,2,1
129,129,129,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,28.7,4.6,6.7,12561.0,1.5,0.6,171.0,2014,60,60,60,100,0,100,9.9,16.860000000000007,23.4,0.0,2.8000000000000003,16.860000000000007,69.82000000000001,3,1
130,130,130,R SHRIYA AT ANGADIMOGARU,KERALA,28.5,7.7,6.9,61.0,1.6,1.66,554.0,2014,80,100,40,100,100,100,13.2,28.1,23.4,0.8999999999999999,2.8000000000000003,11.240000000000002,79.64000000000001,2,1
131,131,131,R THALLASSERY AT PATHIPPALAM,KERALA,26.6,5.8,6.5,61.0,1.0,0.4,151.0,2014,40,80,60,100,100,100,6.6000000000000005,22.480000000000004,23.4,0.8999999999999999,2.8000000000000003,16.860000000000007,73.04,2,1
132,132,132,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,31.0,4.5,6.9,1614.0,2.1,0.6,230.0,2014,80,60,60,100,0,100,13.2,16.860000000000007,23.4,0.0,2.8000000000000003,16.860000000000007,73.12,2,1
133,133,133,R UPPALA AT  UPPALA BR.,KERALA,30.5,6.9,7.2,20950.0,1.3,0.2,643.0,2014,100,100,40,100,0,100,16.5,28.1,23.4,0.0,2.8000000000000003,11.240000000000002,82.03999999999998,2,1
134,134,134,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",KERALA,28.8,6.6,7.0,14487.0,0.9,0.3,103.0,2014,100,100,60,100,0,100,16.5,28.1,23.4,0.0,2.8000000000000003,16.860000000000007,87.66,2,1
135,135,135,"VAMANAPURAM, KERALA",KERALA,25.3,6.9,7.5,54.0,0.6,1.66,1633.0,2014,100,100,40,100,100,100,16.5,28.1,23.4,0.8999999999999999,2.8000000000000003,11.240000000000002,82.94,2,1
322,322,323,"ACHENKOIL AT THUMPAMON, KERALA",KERALA,24.0,6.4,7.3,76.0,1.7,0.62,788.0,2013,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8000000000000003,11.240000000000002,82.75999999999998,2,1
323,323,324,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,24.9,6.0,7.1,85.0,1.7,0.53,538.0,2013,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8000000000000003,11.240000000000002,82.75999999999998,2,1
324,324,325,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",KERALA,24.3,6.3,7.1,69.0,1.3,0.57,593.0,2013,100,100,40,100,100,100,16.5,28.1,23.4,0.8999999999999999,2.8000000000000003,11.240000000000002,82.94,2,1
325,325,326,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHANAMTHITTA",KERALA,24.8,6.5,7.3,76.0,1.6,0.55,545.0,2013,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8000000000000003,11.240000000000002,82.75999999999998,2,1
326,326,327,R ANCHARAKANDY AT MERUVAMBA,KERALA,26.4,6.7,6.6,60.0,1.2,0.34,435.0,2013,40,100,60,100,100,100,6.6000000000000005,28.1,23.4,0.8999999999999999,2.8000000000000003,16.860000000000007,78.66000000000003,2,1
327,327,328,R ANCHARAKANDY AT MERUVAMBA,KERALA,27.0,7.0,6.6,3544.0,1.5,0.37,435.0,2013,40,100,60,100,0,100,6.6000000000000005,28.1,23.4,0.0,2.8000000000000003,16.860000000000007,77.76,2,1
328,328,329,R AYROOR AT AYROOR BRIDGE,KERALA,26.6,6.7,7.3,51.0,0.8,0.35,1567.0,2013,100,100,40,100,100,100,16.5,28.1,23.4,0.8999999999999999,2.8000000000000003,11.240000000000002,82.94,2,1
329,329,330,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,28.6,6.9,7.7,107.0,0.7,0.46,443.0,2013,100,100,60,100,80,100,16.5,28.1,23.4,0.72,2.8000000000000003,16.860000000000007,88.38,2,1
330,330,331,R BHARATHAPUZHA AT PATTAMBI,KERALA,28.8,6.7,7.9,173.0,0.9,0.56,426.0,2013,100,100,60,100,60,100,16.5,28.1,23.4,0.5399999999999999,2.8000000000000003,16.860000000000007,88.2,2,1
331,331,332,"CHALAKUDY AT PULICKALKANaNDAVU, KERALA",KERALA,28.0,5.6,6.9,126.0,1.2,0.67,990.0,2013,80,80,40,100,80,100,13.2,22.480000000000004,23.4,0.72,2.8000000000000003,11.240000000000002,73.84,2,1
332,332,333,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,27.4,7.3,7.4,70.0,0.8,0.31,4208.0,2013,100,100,40,100,100,100,16.5,28.1,23.4,0.8999999999999999,2.8000000000000003,11.240000000000002,82.94,2,1
333,333,334,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,27.5,6.9,7.4,12754.0,0.8,0.29,2557.0,2013,100,100,40,100,0,100,16.5,28.1,23.4,0.0,2.8000000000000003,11.240000000000002,82.03999999999998,2,1
334,334,335,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA,26.8,7.1,7.4,80.0,0.6,0.5,2831.0,2013,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8000000000000003,11.240000000000002,82.75999999999998,2,1
335,335,336,"CHANDRAGIRI AT PADIYATHADKA, KERALA",KERALA,30.0,7.2,6.9,62.0,1.3,0.11,150.0,2013,80,100,60,100,100,100,13.2,28.1,23.4,0.8999999999999999,2.8000000000000003,16.860000000000007,85.26,2,1
